X1,DateTime_Serial,Pressure,Temperature,Conductivity,Date,Salinity,Site
11106,43051.71,1084.6,13.33,14.66,2017-11-12T12:02:24Z,0.291876542461041,3
11107,43051.75,1504.43,28.92,1.73,2017-11-12T13:00:00Z,17.5395751232858,3
11108,43051.79,1170.058,28.17,19.55,2017-11-12T13:57:36Z,7.89829645716906,3
11109,43051.83,1484.6,21.09,12.8,2017-11-12T14:55:12Z,12.9885989849305,3
11110,43051.88,1485.11,18.77,28.07,2017-11-12T16:07:11Z,17.6600019808441,3
11111,43051.92,1491.86,21.947,26.38,2017-11-12T17:04:47Z,18.740013567776,3
11112,43051.96,1468.34,16.197,21.65,2017-11-12T18:02:24Z,8.89159474153769,3
11113,43052,1117.5,27.553,31.89,2017-11-12T19:00:00Z,13.2388072876163,3
11114,43052.04,1528.04,18.92,19.7,2017-11-12T19:57:36Z,12.3154898020676,3
11115,43052.08,1519.2,11.643,0,2017-11-12T20:55:12Z,24.4373420568674,3
11116,43052.13,1518.41,30.98,20.792,2017-11-12T22:07:11Z,15.1981757215009,3
11117,43052.17,1530.39,25.187,21.45,2017-11-12T23:04:47Z,18.3901984403767,3
11118,43052.21,1464.66,16.62,27.31,2017-11-13T00:02:24Z,20.3300004954618,3
11119,43052.25,1483.72,13.72,15.064,2017-11-13T01:00:00Z,11.9837009320205,3
11120,43052.29,1484.66,28.603,6.76,2017-11-13T01:57:36Z,14.8971118271459,3
11121,43052.33,1510.8,14.14,12.96,2017-11-13T02:55:12Z,6.3019203992222,3
11122,43052.38,1534.09,16.403,26.39,2017-11-13T04:07:11Z,13.7441895919829,3
11123,43052.42,1498.29,14.26,18.25,2017-11-13T05:04:47Z,9.3946167915737,3
11124,43052.46,1530.52,28.667,12.8,2017-11-13T06:02:24Z,18.7213709370737,3
11125,43052.5,1162.592,23.06,9.188,2017-11-13T07:00:00Z,18.902464008004,3
11126,43052.54,1480.37,20.85,36.43,2017-11-13T07:57:36Z,15.6376433519395,3
11127,43052.58,1498.73,25.19,21.71,2017-11-13T08:55:12Z,24.7396624435052,3
11128,43052.63,1474.48,21.72,1.032,2017-11-13T10:07:11Z,22.8838677440593,3
11129,43052.67,1498.44,28.63,33.42,2017-11-13T11:04:47Z,11.9050919684977,3
11130,43052.71,1494.43,15.28,16.7,2017-11-13T12:02:24Z,23.9388861262047,3
11131,43052.75,1485.03,25.05,24.66,2017-11-13T13:00:00Z,14.6631015735485,3
11132,43052.79,1532.08,23.06,26.52,2017-11-13T13:57:36Z,13.9161367970469,3
11133,43052.83,1534.73,13.6,18.99,2017-11-13T14:55:12Z,15.649349043893,3
11134,43052.88,1530,8.43,10.02,2017-11-13T16:07:11Z,17.2095465935269,3
11135,43052.92,1468.89,23.617,30.21,2017-11-13T17:04:47Z,19.0693129263571,3
11136,43052.96,1486.52,10.5,7.71,2017-11-13T18:02:24Z,6.53594451731138,3
11137,43053,1510.65,23.17,22.71,2017-11-13T19:00:00Z,16.8626248955444,3
11138,43053.04,1501.55,11.5,25.892,2017-11-13T19:57:36Z,27.5350814554026,3
11139,43053.08,1098.892,14.783,12,2017-11-13T20:55:12Z,16.8901572164315,3
11140,43053.13,1515.46,31.77,23.76,2017-11-13T22:07:11Z,21.2944328268308,3
11141,43053.17,1518.72,28.86,22.612,2017-11-13T23:04:47Z,13.9488642369389,3
11142,43053.21,1468.94,25.36,22.076,2017-11-14T00:02:24Z,11.4816121816227,3
11143,43053.25,1477.72,14.29,31.592,2017-11-14T01:00:00Z,9.21812006695929,3
11144,43053.29,1453.01,28.13,43.3,2017-11-14T01:57:36Z,9.44171354584956,3
11145,43053.33,1487.73,19.87,25.73,2017-11-14T02:55:12Z,24.4314496493538,3
11146,43053.38,1502.6,11.68,40.61,2017-11-14T04:07:11Z,21.1127685927999,3
11147,43053.42,1481.45,14.45,21.16,2017-11-14T05:04:47Z,20.9151593366257,3
11148,43053.46,1529.88,16.52,9.148,2017-11-14T06:02:24Z,11.9295526915196,3
11149,43053.5,NA,15.84,26.136,2017-11-14T07:00:00Z,6.71909560492515,3
11150,43053.54,NA,27.89,21.21,2017-11-14T07:57:36Z,23.5248044903017,3
11151,43053.58,1118.492,21.59,30.66,2017-11-14T08:55:12Z,17.8875190316366,3
11152,43053.63,1466.15,8.96,15.95,2017-11-14T10:07:11Z,19.9931779270315,3
11153,43053.67,1486.36,23.49,33.37,2017-11-14T11:04:47Z,20.9675803431357,3
11154,43053.71,1490.53,14.357,3.172,2017-11-14T12:02:24Z,15.0792135902421,3
11155,43053.75,1464.32,29.86,27.56,2017-11-14T13:00:00Z,13.0242997211983,3
11156,43053.79,1526.05,21.34,14.68,2017-11-14T13:57:36Z,12.8820433493492,3
11157,43053.83,1147.483,28,19.58,2017-11-14T14:55:12Z,9.20375354871854,3
11158,43053.88,1151.1,18.23,17.3,2017-11-14T16:07:11Z,17.451673324564702,3
11159,43053.92,1500.15,18.52,NA,2017-11-14T17:04:47Z,22.3499802496902,3
11160,43053.96,1136.692,11.95,29.69,2017-11-14T18:02:24Z,20.9812588302674,3
11161,43054,1484.56,13.95,11.584,2017-11-14T19:00:00Z,20.1270974596687,3
11162,43054.04,1535.09,14.66,25.63,2017-11-14T19:57:36Z,20.1880430871022,3
11163,43054.08,1160.083,27.36,12.03,2017-11-14T20:55:12Z,15.9506380063497,3
11164,43054.13,1505.77,21.76,20.58,2017-11-14T22:07:11Z,21.3848294145346,3
11165,43054.17,1503.47,23.14,21.548,2017-11-14T23:04:47Z,18.040991713124,3
11166,43054.21,1476.26,12.933,13.164,2017-11-15T00:02:24Z,20.1419661829284,3
11167,43054.25,1461.87,15.69,16.75,2017-11-15T01:00:00Z,8.89986408379731,3
11168,43054.29,1513.27,16.88,28.18,2017-11-15T01:57:36Z,17.4244155695113,3
11169,43054.33,1504.33,20.14,29.7,2017-11-15T02:55:12Z,19.6160022665666,3
11170,43054.38,1466.4,22.75,24.3,2017-11-15T04:07:11Z,12.4738671063506,3
11171,43054.42,1154.717,30.827,31.21,2017-11-15T05:04:47Z,21.2903116004348,3
11172,43054.46,1469.98,31.77,31.87,2017-11-15T06:02:24Z,21.3279300851492,3
11173,43054.5,1508.72,11.47,11.44,2017-11-15T07:00:00Z,17.3901746382406,3
11174,43054.54,1494.64,7.96,29.59,2017-11-15T07:57:36Z,5.0963710409772,3
11175,43054.58,1517.96,12.61,23.63,2017-11-15T08:55:12Z,23.0008119330487,3
11176,43054.63,1482.97,21.16,9.3,2017-11-15T10:07:11Z,19.6053799350628,3
11177,43054.67,1111.433,20.08,27.64,2017-11-15T11:04:47Z,18.4258184412901,3
11178,43054.71,1500.49,16.2,11.5,2017-11-15T12:02:24Z,16.3300305368472,3
11179,43054.75,1481.95,20.31,12.1,2017-11-15T13:00:00Z,9.05364540752818,3
11180,43054.79,1527.29,10.75,19.444,2017-11-15T13:57:36Z,0.00872744102845515,3
11181,43054.83,1474.16,14.63,4.208,2017-11-15T14:55:12Z,12.0211402349606,3
11182,43054.88,1500.65,20.37,33.98,2017-11-15T16:07:11Z,16.8536291620459,3
11183,43054.92,1206.517,20.72,0.588,2017-11-15T17:04:47Z,16.9165575011347,3
11184,43054.96,1486.6,21.25,24.14,2017-11-15T18:02:24Z,22.5240809044945,3
11185,43055,1525.7,21.27,32.35,2017-11-15T19:00:00Z,21.215640898211,3
11186,43055.04,1494.29,12.93,14.63,2017-11-15T19:57:36Z,6.35194203624777,3
11187,43055.08,1515.7,21.57,21.37,2017-11-15T20:55:12Z,17.7776996453005,3
11188,43055.13,1144.158,19.707,40.008,2017-11-15T22:07:11Z,16.6296269261896,3
11189,43055.17,1108.167,25.353,37.21,2017-11-15T23:04:47Z,22.5739202175913,3
11190,43055.21,1501.21,14.26,25.81,2017-11-16T00:02:24Z,22.8913463944911,3
11191,43055.25,1499.19,19.203,24.94,2017-11-16T01:00:00Z,8.19630528449981,3
11192,43055.29,1504.55,21.04,19.64,2017-11-16T01:57:36Z,2.15634973739717,3
11193,43055.33,1477.32,19.19,11.82,2017-11-16T02:55:12Z,8.86102413788711,3
11194,43055.38,1534.82,19.43,21.03,2017-11-16T04:07:11Z,17.3464012768328,3
11195,43055.42,1504.68,14.523,30.764,2017-11-16T05:04:47Z,18.8398578351198,3
11196,43055.46,1120.767,15.55,18.8,2017-11-16T06:02:24Z,17.4153745830156,3
11197,43055.5,1141.067,22.24,31.89,2017-11-16T07:00:00Z,9.89231678382448,3
11198,43055.54,1153.55,21.77,39.22,2017-11-16T07:57:36Z,19.2077109153239,3
11199,43055.58,1116.275,NA,16.12,2017-11-16T08:55:12Z,18.0885934972629,3
11200,43055.63,1507.56,29.72,35.64,2017-11-16T10:07:11Z,8.93978989043199,3
11201,43055.67,1479.13,4.85,33.21,2017-11-16T11:04:47Z,5.43237778997008,3
11202,43055.71,1502.22,27.52,5.424,2017-11-16T12:02:24Z,15.4584665421475,3
11203,43055.75,1472.3,13.33,13.92,2017-11-16T13:00:00Z,11.0317673147392,3
11204,43055.79,1178.867,8.1,30.3,2017-11-16T13:57:36Z,17.684044879944,3
11205,43055.83,1480.77,11.83,33.364,2017-11-16T14:55:12Z,19.8630040901107,3
11206,43055.88,1133.425,17.42,27.66,2017-11-16T16:07:11Z,11.0800912202843,3
11207,43055.92,1506.67,27.73,26.73,2017-11-16T17:04:47Z,23.3952240194784,3
11208,43055.96,1519.28,20.02,16.74,2017-11-16T18:02:24Z,14.1754403269817,3
11209,43056,1500.82,29.1,39.53,2017-11-16T19:00:00Z,17.5178019819965,3
11210,43056.04,1492.42,13.507,35.91,2017-11-16T19:57:36Z,22.8238979872573,3
11211,43056.08,1516.3,15.09,3.212,2017-11-16T20:55:12Z,14.794617929284,3
11212,43056.13,1480.68,17.07,12.26,2017-11-16T22:07:11Z,19.0929690838579,3
11213,43056.17,1490.51,26.78,38.93,2017-11-16T23:04:47Z,12.9013922078118,3
11214,43056.21,1506.32,13.91,21.93,2017-11-17T00:02:24Z,16.6547448943622,3
11215,43056.25,1484.54,24.88,31.25,2017-11-17T01:00:00Z,22.5407024169492,3
11216,43056.29,1517.62,17.89,30.668,2017-11-17T01:57:36Z,19.410452150648,3
11217,43056.33,1481.9,17.07,40.42,2017-11-17T02:55:12Z,20.9515493912384,3
11218,43056.38,1522.97,18.993,NA,2017-11-17T04:07:11Z,19.7129632789099,3
11219,43056.42,1480.71,13.3,18.81,2017-11-17T05:04:47Z,16.6510460819084,3
11220,43056.46,1147.308,20.78,17.17,2017-11-17T06:02:24Z,3.39062895680051,3
11221,43056.5,1501.01,18.66,20.644,2017-11-17T07:00:00Z,20.5349212243135,3
11222,43056.54,1206.517,19.32,29.5,2017-11-17T07:57:36Z,13.8020255462292,3
11223,43056.58,1161.192,28.25,NA,2017-11-17T08:55:12Z,18.0658550944902,3
11224,43056.63,1110.967,22.53,13.9,2017-11-17T10:07:11Z,11.2858458505258,3
11225,43056.67,1471.22,19.26,37.468,2017-11-17T11:04:47Z,NA,3
11226,43056.71,1144.975,22.64,32.48,2017-11-17T12:02:24Z,21.3524953321285,3
11227,43056.75,1504.34,18.1,0,2017-11-17T13:00:00Z,16.1374389237997,3
11228,43056.79,1116.683,18.28,29.82,2017-11-17T13:57:36Z,13.7114620720203,3
11229,43056.83,1172.333,25.6,16.844,2017-11-17T14:55:12Z,2.29144046431108,3
11230,43056.88,1150.75,18.66,40.35,2017-11-17T16:07:11Z,18.3397781600278,3
11231,43056.92,1142.758,18.36,40.588,2017-11-17T17:04:47Z,18.6594985476283,3
11232,43056.96,1126.658,13.21,28.63,2017-11-17T18:02:24Z,20.1169637068798,3
11233,43057,1524.74,28.863,31.39,2017-11-17T19:00:00Z,19.536533944704,3
11234,43057.04,1508,12.42,20.74,2017-11-17T19:57:36Z,0.661439417979207,3
11235,43057.08,1182.192,8.71,21.548,2017-11-17T20:55:12Z,19.0758362946075,3
11236,43057.13,1507.55,17.69,14.424,2017-11-17T22:07:11Z,23.4622656499768,3
11237,43057.17,1514.58,11.09,21.312,2017-11-17T23:04:47Z,0.00646750694870137,3
11238,43057.21,1531.6,26.69,19.22,2017-11-18T00:02:24Z,9.01267793057934,3
11239,43057.25,1522.27,15.55,23.044,2017-11-18T01:00:00Z,12.3906178273566,3
11240,43057.29,1504.85,9.92,28.496,2017-11-18T01:57:36Z,14.1625402257692,3
11241,43057.33,1527.13,27.987,13.088,2017-11-18T02:55:12Z,20.0394553469728,3
11242,43057.38,1461.88,16.76,40.728,2017-11-18T04:07:11Z,25.9239911681009,3
11243,43057.42,1530.3,21.33,24.772,2017-11-18T05:04:47Z,17.1230756406421,3
11244,43057.46,1491.89,10.35,30.81,2017-11-18T06:02:24Z,10.8908779186182,3
11245,43057.5,1479.58,16.47,19.02,2017-11-18T07:00:00Z,9.64464536809993,3
11246,43057.54,1485.3,18.927,26.08,2017-11-18T07:57:36Z,14.1424312368997,3
11247,43057.58,1179.975,15.53,28.84,2017-11-18T08:55:12Z,12.1089370344561,3
11248,43057.63,1509.07,NA,24.01,2017-11-18T10:07:11Z,14.2305844179683,3
11249,43057.67,1487.24,26.15,27.64,2017-11-18T11:04:47Z,19.1774362821536,3
11250,43057.71,1118.608,22.2,0,2017-11-18T12:02:24Z,21.6448064767979,3
11251,43057.75,1077.367,20.58,19.77,2017-11-18T13:00:00Z,15.6302145104664,3
11252,43057.79,1106.358,22.62,26.38,2017-11-18T13:57:36Z,17.1526151393081,3
11253,43057.83,1503.11,21.27,1.976,2017-11-18T14:55:12Z,7.90165196151205,3
11254,43057.88,1485.23,14.63,21.29,2017-11-18T16:07:11Z,9.65703716784156,3
11255,43057.92,1501.74,24.507,24.44,2017-11-18T17:04:47Z,22.0546043705024,3
11256,43057.96,1439.36,23.88,NA,2017-11-18T18:02:24Z,0.518345532830703,3
11257,43058,1139.55,16.38,19.512,2017-11-18T19:00:00Z,20.097185589088,3
11258,43058.04,1499.28,21.09,15.13,2017-11-18T19:57:36Z,21.8629124646928,3
11259,43058.08,1467.84,25.28,29.65,2017-11-18T20:55:12Z,21.5639843659463,3
11260,43058.13,1066.808,24.07,38.89,2017-11-18T22:07:11Z,24.1624966209474,3
11261,43058.17,1467.51,21.87,29.028,2017-11-18T23:04:47Z,12.0920092684926,3
11262,43058.21,1518.95,30.787,22.072,2017-11-19T00:02:24Z,3.03014199250189,3
11263,43058.25,1470.72,20.38,32.16,2017-11-19T01:00:00Z,0.825121737979305,3
11264,43058.29,1505.22,13.337,24.26,2017-11-19T01:57:36Z,19.5344999416416,3
11265,43058.33,1509.21,27.15,13.72,2017-11-19T02:55:12Z,0.586252443909291,3
11266,43058.38,1060.158,25.507,31.67,2017-11-19T04:07:11Z,20.5861940294164,3
11267,43058.42,1503.86,27.263,30.56,2017-11-19T05:04:47Z,17.8250076252622,3
11268,43058.46,1489.27,24.46,18.88,2017-11-19T06:02:24Z,17.2858498436143,3
11269,43058.5,1152.325,26.98,20.07,2017-11-19T07:00:00Z,4.97054145945222,3
11270,43058.54,1477.91,17.36,4.22,2017-11-19T07:57:36Z,NA,3
11271,43058.58,NA,9.06,15.896,2017-11-19T08:55:12Z,8.31973695462528,3
11272,43058.63,1511.25,18.43,36.11,2017-11-19T10:07:11Z,18.008907311256,3
11273,43058.67,1469.95,15.18,30.97,2017-11-19T11:04:47Z,21.8298183905882,3
11274,43058.71,1491.37,14.32,18.21,2017-11-19T12:02:24Z,16.3593516664883,3
11275,43058.75,1506.97,10.15,26.87,2017-11-19T13:00:00Z,21.9303946513192,3
11276,43058.79,1527.96,23.5,28.6,2017-11-19T13:57:36Z,17.6213482525881,3
11277,43058.83,1468.44,23.43,31.24,2017-11-19T14:55:12Z,20.678107721945,3
11278,43058.88,1144.625,24.68,21.82,2017-11-19T16:07:11Z,16.7618957881827,3
11279,43058.92,1522.46,14.73,38.996,2017-11-19T17:04:47Z,17.2160660117712,3
11280,43058.96,1493,27.52,16.62,2017-11-19T18:02:24Z,14.974268024676,3
11281,43059,1502.79,30,24.33,2017-11-19T19:00:00Z,15.3774712501258,3
11282,43059.04,1505.37,32.027,0,2017-11-19T19:57:36Z,11.2650944065181,3
11283,43059.08,1524.62,23.68,0,2017-11-19T20:55:12Z,14.1911821028566,3
11284,43059.13,1497.37,25.367,32.02,2017-11-19T22:07:11Z,17.1836365867393,3
11285,43059.17,1491.95,23.81,19.92,2017-11-19T23:04:47Z,13.0243203179261,3
11286,43059.21,1523.93,25.19,30.13,2017-11-20T00:02:24Z,19.0101078438359,3
11287,43059.25,1484.32,19.29,13.86,2017-11-20T01:00:00Z,9.74712416914247,3
11288,43059.29,1507.36,14.92,27.764,2017-11-20T01:57:36Z,23.5205432837351,3
11289,43059.33,1496.49,25.153,24.36,2017-11-20T02:55:12Z,21.8966681975996,3
11290,43059.38,1191.058,21.05,20.1,2017-11-20T04:07:11Z,10.4311336927736,3
11291,43059.42,1483.13,22.86,23.63,2017-11-20T05:04:47Z,7.38298279279793,3
11292,43059.46,1529.02,24.82,23.968,2017-11-20T06:02:24Z,7.19102658232624,3
11293,43059.5,1501.92,14.39,32.22,2017-11-20T07:00:00Z,17.1679911675328,3
11294,43059.54,1476,29.35,23.896,2017-11-20T07:57:36Z,11.7236708622958,3
11295,43059.58,1488.85,24.05,19.492,2017-11-20T08:55:12Z,16.9194592309045,3
11296,43059.63,1108.633,21.31,24.48,2017-11-20T10:07:11Z,13.2481299783821,3
11297,43059.67,1508.01,21.5,12.164,2017-11-20T11:04:47Z,3.29293571713341,3
11298,43059.71,1481.31,19.49,9.764,2017-11-20T12:02:24Z,10.9955112029162,3
11299,43059.75,1511.45,29.34,19.34,2017-11-20T13:00:00Z,NA,3
11300,43059.79,1504.2,23.24,10.86,2017-11-20T13:57:36Z,16.1987770029761,3
11301,43059.83,1488.36,23.49,17.084,2017-11-20T14:55:12Z,23.0139204546757,3
11302,43059.88,1527.69,15.4,15.14,2017-11-20T16:07:11Z,13.0257963362934,3
11303,43059.92,1526.78,20.73,17.22,2017-11-20T17:04:47Z,22.3734662259476,3
11304,43059.96,1527,13.74,42.212,2017-11-20T18:02:24Z,19.7492187093646,3
11305,43060,1484.55,28.66,18.5,2017-11-20T19:00:00Z,22.2628010752589,3
11306,43060.04,1056.075,27.64,32.59,2017-11-20T19:57:36Z,15.1142864760718,3
11307,43060.08,1504.61,21.85,16.66,2017-11-20T20:55:12Z,22.1160725717758,3
11308,43060.13,1467.32,16.73,20.85,2017-11-20T22:07:11Z,10.6500181483906,3
11309,43060.17,1487.39,10.79,28.35,2017-11-20T23:04:47Z,15.0582989909825,3
11310,43060.21,1493.25,23.6,17.69,2017-11-21T00:02:24Z,18.2123587816948,3
11311,43060.25,1524.8,20.8,41.8,2017-11-21T01:00:00Z,22.1483174348556,3
11312,43060.29,1505.45,11.41,6.69,2017-11-21T01:57:36Z,13.2711413636196,3
11313,43060.33,1512.21,19.85,16.9,2017-11-21T02:55:12Z,21.0118524635141,3
11314,43060.38,1529.63,14.57,18.524,2017-11-21T04:07:11Z,14.8453325766688,3
11315,43060.42,1467.95,30.077,18.7,2017-11-21T05:04:47Z,11.303786732,3
11316,43060.46,1079.817,14.01,30.09,2017-11-21T06:02:24Z,19.59183776423,3
11317,43060.5,1465.56,15.52,19.28,2017-11-21T07:00:00Z,21.8090243653531,3
11318,43060.54,1510.01,16.22,11.72,2017-11-21T07:57:36Z,14.8838873681193,3
11319,43060.58,1442.45,27.53,15.05,2017-11-21T08:55:12Z,18.9527002393829,3
11320,43060.63,1465.85,7.89,22.36,2017-11-21T10:07:11Z,9.24350049140006,3
11321,43060.67,1500.32,15.87,25.96,2017-11-21T11:04:47Z,23.4519901800637,3
11322,43060.71,1508.72,13.38,36.34,2017-11-21T12:02:24Z,22.9686035666679,3
11323,43060.75,1140.425,21.51,41.656,2017-11-21T13:00:00Z,22.5465861310441,3
11324,43060.79,1448.96,23.793,21.956,2017-11-21T13:57:36Z,11.9335341664997,3
11325,43060.83,1223.025,25.1,44.17,2017-11-21T14:55:12Z,19.0666644235987,3
11326,43060.88,1520.32,21.27,11.05,2017-11-21T16:07:11Z,22.7407700565396,3
11327,43060.92,1464.7,19.52,19.27,2017-11-21T17:04:47Z,8.83534802264882,3
11328,43060.96,1505.05,15.55,24.428,2017-11-21T18:02:24Z,16.3028911235593,3
11329,43061,1178.808,20.76,20.3,2017-11-21T19:00:00Z,18.5630501640436,3
11330,43061.04,1496.44,14.54,18.68,2017-11-21T19:57:36Z,17.9728336004783,3
11331,43061.08,1526.42,14.647,0,2017-11-21T20:55:12Z,4.73534613233681,3
11332,43061.13,1499.57,25.193,34.91,2017-11-21T22:07:11Z,22.298635967887,3
11333,43061.17,1478.93,10.177,22.828,2017-11-21T23:04:47Z,18.8612907801523,3
11334,43061.21,1509.48,NA,9.78,2017-11-22T00:02:24Z,14.7964387231415,3
11335,43061.25,1504.84,13.61,23.644,2017-11-22T01:00:00Z,17.2095951201189,3
11336,43061.29,NA,15.04,18.44,2017-11-22T01:57:36Z,12.6458913990073,3
11337,43061.33,1506.21,24.853,8.888,2017-11-22T02:55:12Z,17.1249114490629,3
11338,43061.38,1517.21,15.95,20.424,2017-11-22T04:07:11Z,14.4400444127388,3
11339,43061.42,1502.81,26.083,22.74,2017-11-22T05:04:47Z,13.6785282546812,3
11340,43061.46,1504.76,29.51,NA,2017-11-22T06:02:24Z,20.7596441054858,3
11341,43061.5,1526.11,9.8,33.584,2017-11-22T07:00:00Z,12.2495145427821,3
11342,43061.54,1497.8,16.04,18.32,2017-11-22T07:57:36Z,11.4343009102608,3
11343,43061.58,1151.8,14.1,39.87,2017-11-22T08:55:12Z,23.2694352715947,3
11344,43061.63,1470.29,22.07,0,2017-11-22T10:07:11Z,22.9748663458068,3
11345,43061.67,1488.75,15.41,34.21,2017-11-22T11:04:47Z,20.0829136653106,3
11346,43061.71,1479.84,11.63,0.788,2017-11-22T12:02:24Z,19.9519638574038,3
11347,43061.75,1137.042,28.353,36.852,2017-11-22T13:00:00Z,9.58038464625245,3
11348,43061.79,1481.74,13.147,35.51,2017-11-22T13:57:36Z,13.5175408360408,3
11349,43061.83,1498.21,10.663,28.62,2017-11-22T14:55:12Z,NA,3
11350,43061.88,1507.15,10.66,20.59,2017-11-22T16:07:11Z,22.142754243192,3
11351,43061.92,1510.21,31.35,23.532,2017-11-22T17:04:47Z,19.5094857866977,3
11352,43061.96,1136.983,29.61,17.72,2017-11-22T18:02:24Z,10.0320906573259,3
11353,43062,1109.683,14.17,25.92,2017-11-22T19:00:00Z,22.4298463892547,3
11354,43062.04,1508.14,15.66,19.59,2017-11-22T19:57:36Z,11.4736940070396,3
11355,43062.08,1478.21,30.19,11.64,2017-11-22T20:55:12Z,19.0773222701428,3
11356,43062.13,1522.24,16.05,31.68,2017-11-22T22:07:11Z,19.8486998242433,3
11357,43062.17,1535.01,13.93,26.09,2017-11-22T23:04:47Z,21.317301426354,3
11358,43062.21,1193.158,26.617,12.79,2017-11-23T00:02:24Z,18.7261140720067,3
11359,43062.25,1497.91,18.72,21.05,2017-11-23T01:00:00Z,0.0111918403649457,3
11360,43062.29,1506.57,11.08,16.032,2017-11-23T01:57:36Z,14.0465901838879,3
11361,43062.33,1475.02,26.55,44,2017-11-23T02:55:12Z,17.5839331721234,3
11362,43062.38,1483.03,18.61,40.58,2017-11-23T04:07:11Z,2.68149970021864,3
11363,43062.42,1126.95,14.05,25.92,2017-11-23T05:04:47Z,18.2817774415978,3
11364,43062.46,1505.73,21.31,13.396,2017-11-23T06:02:24Z,15.8384189060715,3
11365,43062.5,1524.25,15.18,37.37,2017-11-23T07:00:00Z,6.48348243475153,3
11366,43062.54,1503.49,20.11,15.1,2017-11-23T07:57:36Z,15.2857238843764,3
11367,43062.58,1522.07,21.973,31.33,2017-11-23T08:55:12Z,3.18806360450929,3
11368,43062.63,1127.65,15.09,23.884,2017-11-23T10:07:11Z,21.3572261500919,3
11369,43062.67,1479.89,21.48,NA,2017-11-23T11:04:47Z,18.4976537045981,3
11370,43062.71,1473.1,21.31,18.98,2017-11-23T12:02:24Z,21.3018967577584,3
11371,43062.75,1098.833,22.13,20.052,2017-11-23T13:00:00Z,18.9142023791007,3
11372,43062.79,1496.59,20.65,17.2,2017-11-23T13:57:36Z,14.1777059931784,3
11373,43062.83,1129.05,15.04,27.45,2017-11-23T14:55:12Z,16.444925698432,3
11374,43062.88,1514.07,21.53,4.288,2017-11-23T16:07:11Z,14.5116116673922,3
11375,43062.92,1529.73,14.94,20.22,2017-11-23T17:04:47Z,25.7048646298114,3
11376,43062.96,1513.05,30.16,27.99,2017-11-23T18:02:24Z,16.2976609163766,3
11377,43063,1091.133,23.15,25.928,2017-11-23T19:00:00Z,11.4490387115329,3
11378,43063.04,1514.93,23.937,32.008,2017-11-23T19:57:36Z,25.6275844217737,3
11379,43063.08,1521.53,28.53,21.33,2017-11-23T20:55:12Z,17.3843513755516,3
11380,43063.13,1501.08,25.62,29.02,2017-11-23T22:07:11Z,19.964969169647,3
11381,43063.17,1120.417,23.08,13.56,2017-11-23T23:04:47Z,23.6121357734994,3
11382,43063.21,1490.02,20.19,28.65,2017-11-24T00:02:24Z,26.8606825588154,3
11383,43063.25,1497.14,20.7,29.98,2017-11-24T01:00:00Z,16.9472591232602,3
11384,43063.29,1156.525,6.647,38.572,2017-11-24T01:57:36Z,17.1501850737852,3
11385,43063.33,1503.94,29.07,20.13,2017-11-24T02:55:12Z,17.5787589992099,3
11386,43063.38,1165.1,17.57,37.8,2017-11-24T04:07:11Z,25.6478814745652,3
11387,43063.42,1511.43,19.23,13.012,2017-11-24T05:04:47Z,0.891437097393752,3
11388,43063.46,1496.53,19.557,23.45,2017-11-24T06:02:24Z,21.6491115430783,3
11389,43063.5,1507.04,18.29,15.64,2017-11-24T07:00:00Z,17.2669869030454,3
11390,43063.54,1527.02,14.57,25.12,2017-11-24T07:57:36Z,9.76716902915521,3
11391,43063.58,1133.717,20.7,0,2017-11-24T08:55:12Z,19.7181645748867,3
11392,43063.63,1121.933,26.52,28.65,2017-11-24T10:07:11Z,15.0636785324076,3
11393,43063.67,1481.27,18.23,37.092,2017-11-24T11:04:47Z,20.0184565226334,3
11394,43063.71,1498.63,14.6,24.04,2017-11-24T12:02:24Z,18.6349900221089,3
11395,43063.75,1455.22,19.55,24.18,2017-11-24T13:00:00Z,20.0392565327812,3
11396,43063.79,1160.725,28.75,33.652,2017-11-24T13:57:36Z,20.1271796913188,3
11397,43063.83,1503.84,15.62,36.02,2017-11-24T14:55:12Z,16.0033806470556,3
11398,43063.88,1491.4,16.86,26.66,2017-11-24T16:07:11Z,8.79772269993961,3
11399,43063.92,1522.77,NA,11.348,2017-11-24T17:04:47Z,19.5748444507229,3
11400,43063.96,1486.16,11.043,32.35,2017-11-24T18:02:24Z,16.7230146460582,3
11401,43064,1454.79,12.51,21.424,2017-11-24T19:00:00Z,19.3834757867279,3
11402,43064.04,1485.65,27.58,36.476,2017-11-24T19:57:36Z,23.4299956418881,3
11403,43064.08,1495.48,14.48,34.35,2017-11-24T20:55:12Z,14.0815444626453,3
11404,43064.13,1137.158,31.04,22.94,2017-11-24T22:07:11Z,19.8093139474639,3
11405,43064.17,1182.833,32.21,4.57,2017-11-24T23:04:47Z,24.5075984215881,3
11406,43064.21,1490.43,15.09,21.56,2017-11-25T00:02:24Z,19.0738300624944,3
11407,43064.25,1118.083,16.64,37.712,2017-11-25T01:00:00Z,19.7730577900946,3
11408,43064.29,1479.49,11.12,27.18,2017-11-25T01:57:36Z,13.6638802404517,3
11409,43064.33,1508.91,22.25,11.828,2017-11-25T02:55:12Z,22.7534586304169,3
11410,43064.38,1507.05,26.573,15.12,2017-11-25T04:07:11Z,16.1217515777932,3
11411,43064.42,1514.72,24.96,30.28,2017-11-25T05:04:47Z,13.6854087931966,3
